user,,ft_pers_email,ft_minute,ft_date,ft_weekend,ft_no_attach,ft_attach_size,ft_text_size,ft_interact_score,ft_number_recipients,ft_mean_tfidf,ft_top_tfidf,ft_no_diff_words,ft_vocal_variety,ft_word_lengths,ft_ng_mean_tfidf
AAM0972,294640,0,1008,136,0,0,0,20763,0.0015337423312883436,3,0.12274617547870721,0.13717140821801116,65,0.9701492537313433,6.230769230769231,0.12403473458920837
AAM0972,304099,0,892,217,0,0,0,45567,0.012269938650306749,3,0.11748657996966455,0.12253650711309091,67,0.8933333333333333,6.074626865671642,0.11785113019775786
AAM0972,312520,0,590,403,0,0,0,30489,0.015337423312883436,3,0.17283504425509402,0.19490627530129123,33,0.9705882352941176,6.636363636363637,0.17677669529663692
AAM0972,317683,1,997,141,0,0,0,18750,0.034892638036809816,6,0.1988461524274901,0.21357377168977393,25,1.0,6.08,0.20412414523193156
AAM0972,327949,1,722,451,0,0,0,18281,0.024539877300613498,3,0.12329828803804395,0.14201457449712543,64,0.9696969696969697,5.71875,0.12499999999999997
AAM0972,336285,0,551,476,0,0,0,24529,0.009202453987730062,4,0.13771039972895072,0.15108710368407713,52,0.9811320754716981,6.173076923076923,0.14002800840280094
AAM0972,347001,1,535,127,0,0,0,62536,0.039110429447852764,5,0.13013007472806742,0.13943128041298655,56,0.9655172413793104,6.964285714285714,0.13245323570650433
AAM0972,358456,0,1016,410,0,0,0,26479,0.019938650306748466,4,0.18006728942574976,0.19083895659901656,29,0.8787878787878788,5.103448275862069,0.18257418583505547
AAM0972,359091,1,790,140,0,0,0,19883,0.049079754601226995,3,0.14329869168741066,0.16453504779158576,48,1.0,5.604166666666667,0.14586499149789459
AAM0972,371906,1,994,177,0,0,0,36261,0.01789366053169734,4,0.12250877745610841,0.13699550548337414,65,0.9701492537313433,6.415384615384616,0.12309149097933265
AAM0972,374189,1,778,234,0,0,0,26399,0.018404907975460124,3,0.1329584679382225,0.14765477217916026,55,0.9821428571428571,5.618181818181818,0.1348399724926484
AAM0972,409319,1,549,32,0,0,0,27771,0.02607361963190184,4,0.11544465319062755,0.12470068102468243,71,0.9466666666666667,6.422535211267606,0.11704114719613049
AAM0972,428530,1,758,197,0,0,0,19509,0.03450920245398773,4,0.1288760585027732,0.14317384820183623,56,0.9333333333333333,5.5,0.13018891098082383
AAM0972,429990,1,781,466,0,0,0,39272,0.03680981595092025,3,0.13323578911299766,0.15513665656908582,55,0.9821428571428571,5.763636363636364,0.1348399724926484
AAM0972,433301,0,997,50,0,0,0,31649,0.015337423312883436,3,0.13018726653828347,0.15109637584701513,57,0.9661016949152542,6.0,0.13245323570650433
AAM0972,451276,1,768,224,0,0,0,38628,0.022239263803680978,6,0.13054548130977023,0.14345896060850125,55,0.9649122807017544,6.345454545454546,0.13363062095621214
AAM0972,458115,0,794,445,0,0,0,24478,0.015337423312883436,5,0.13812158211499312,0.15164865806914318,51,0.9622641509433962,5.9411764705882355,0.14002800840280094
AAM0972,458877,0,546,175,0,0,0,29528,0.015337423312883436,3,0.14679882433832386,0.15771554139842978,45,0.9782608695652174,6.288888888888889,0.1490711984999859
AAM0972,470114,0,620,498,0,0,0,18698,0.018404907975460124,4,0.17796578424841467,0.33976873127361634,25,0.7352941176470589,7.48,0.16775088144851247
AAM0972,476894,1,821,323,0,0,0,26294,0.022239263803680978,6,0.13309025647544104,0.14813993565192918,55,0.9482758620689655,6.490909090909091,0.1348399724926484
AAM0972,487601,1,570,297,0,0,0,26358,0.003067484662576687,3,0.17664772956468144,0.18853104267189005,31,0.96875,6.32258064516129,0.1796053020267749
AAM0972,492962,1,954,305,0,0,0,29132,0.01687116564417178,3,0.14450356632500783,0.15892330826613185,46,0.9787234042553191,6.3478260869565215,0.14743313088822477
AAM0972,499268,1,946,79,0,0,0,15182,0.036042944785276074,3,0.14962278130273576,0.16460216806165082,43,0.9772727272727273,6.209302325581396,0.15249857033260464
AAM0972,500950,1,853,254,0,0,0,25424,0.03374233128834356,4,0.1314764807977999,0.15016194227055202,55,0.9649122807017544,5.527272727272727,0.13363062095621214
AAM0972,507574,0,987,196,0,0,0,29840,0.011503067484662576,3,0.12154157676322323,0.13931569014337267,66,0.9850746268656716,6.121212121212121,0.12309149097933265
AAM0972,510368,0,595,123,0,0,0,37888,0.013803680981595092,4,0.12719135873916732,0.14609681661624102,60,0.9836065573770492,6.2,0.12909944487358052
AAM0972,513735,0,829,471,0,0,0,29543,0.015337423312883436,3,0.151341490941638,0.16695826822802157,43,1.0,6.651162790697675,0.15430334996209188
AAM0972,515384,0,465,0,0,0,0,30034,0.011247443762781187,5,0.1262991919171937,0.1386959985633353,58,0.9354838709677419,5.5,0.12909944487358052
AAM0972,528850,1,817,24,0,0,0,20421,0.0352760736196319,3,0.11831974675848818,0.12707826395965122,67,0.9305555555555556,6.432835820895522,0.12038585308576913
AAM0972,533432,1,754,101,0,0,0,22572,0.03803680981595092,7,0.17962456006088964,0.19958357109854885,29,0.9354838709677419,5.758620689655173,0.1856953381770519
AAM0972,538269,1,944,22,0,0,0,21102,0.024539877300613498,3,0.14949499808187675,0.16904536416741794,44,0.8979591836734694,6.409090909090909,0.15075567228888176
AAM0972,538723,0,926,380,0,0,0,22670,0.010736196319018405,3,0.1726406847027207,0.19293336622027507,33,0.9705882352941176,5.9393939393939394,0.17677669529663692
AAM0972,555676,1,982,483,0,0,0,30981,0.016104294478527608,3,0.14674867879528958,0.15881994037792851,46,0.9787234042553191,6.869565217391305,0.1490711984999859
AAM0972,558632,1,577,443,0,0,0,27506,0.024539877300613494,5,0.13725284900922274,0.15662101171182674,51,0.9622641509433962,5.901960784313726,0.1386676901599459
AAM0972,590841,0,457,413,0,0,0,24746,0.0015337423312883436,3,0.2024839560741573,0.20776699682016656,23,0.9583333333333334,5.739130434782608,0.20851441405707485
AAM0972,600162,1,767,105,0,0,0,44553,0.03719325153374233,5,0.13752305406895507,0.14903382331329998,52,0.9811320754716981,6.288461538461538,0.13867504905630726
AAM0972,604668,0,545,212,0,0,0,27363,0.0015337423312883436,3,0.14793348934633713,0.16673673015268936,45,1.0,6.488888888888889,0.15075567228888176
AAM0972,615726,1,923,3,0,0,0,20036,0.020449897750511245,4,0.12447227354437375,0.1343987365395839,63,0.9402985074626866,6.285714285714286,0.12598815766974236
AAM0972,618986,1,475,266,0,0,0,14405,0.018404907975460124,4,0.12623841992802867,0.14054452394060588,61,0.9838709677419355,5.950819672131147,0.12803687993289592
AAM0972,622745,0,928,493,0,0,0,20999,0.015337423312883436,3,0.14765161683481276,0.1582804469894165,42,0.9130434782608695,5.380952380952381,0.15075567228888176
AAM0972,632405,1,801,121,0,0,0,21370,0.0015337423312883436,3,0.2236997962918378,0.23660038457368004,17,0.8947368421052632,5.647058823529412,0.23570226039551587
AAM0972,632724,1,923,435,0,0,0,39501,0.024539877300613498,3,0.1265658225217365,0.14054025872318712,60,0.9523809523809523,5.616666666666666,0.12909944487358052
AAM0972,642015,1,755,74,0,0,0,28380,0.03144171779141104,4,0.13648093650614745,0.15641188333575975,53,0.9814814814814815,6.0754716981132075,0.13867504905630726
AAM0972,642395,1,833,238,0,0,0,27331,0.027990797546012268,5,0.17587557586947447,0.19986966263760547,32,1.0,6.03125,0.1796053020267749
AAM0972,676253,1,925,387,0,0,0,18892,0.024539877300613498,3,0.17051802057981497,0.1835724040540215,33,0.9705882352941176,5.7272727272727275,0.17407765595569788
AAM0972,678123,1,507,357,0,0,0,20672,0.024539877300613498,3,0.14147687890324842,0.1626580438042934,48,0.9795918367346939,5.895833333333333,0.1443375672974064
AAM0972,694659,0,964,220,0,0,0,21205,0.013803680981595092,3,0.15307013941112915,0.1600270089353842,40,0.9523809523809523,6.3,0.15617376188860607
AAM0972,701538,1,689,437,0,0,0,36623,0.01656441717791411,6,0.1755270290422626,0.20236510883426323,32,1.0,5.90625,0.17958949703088914
AAM0972,717543,1,904,35,0,0,0,25205,0.022239263803680985,5,0.14649520934913912,0.1584973292933803,45,0.9782608695652174,5.955555555555556,0.1490711984999859
AAM0972,719414,1,576,212,0,0,0,19431,0.049079754601226995,3,0.14988920320953172,0.1597886748268353,44,1.0,6.886363636363637,0.15249857033260464
AAM0972,726484,1,515,501,0,0,0,21301,0.026073619631901843,6,0.12966966041397612,0.13976435317018626,59,1.0,6.796610169491525,0.13130643285972254
AAM0972,737591,1,775,409,0,0,0,21195,0.006518404907975461,6,0.13000295578805265,0.14811763745959813,58,0.9830508474576272,5.948275862068965,0.13130643285972254
AAM0972,747135,1,599,151,0,0,0,31120,0.03680981595092025,3,0.12812475346060329,0.1437441900462738,58,0.9508196721311475,6.275862068965517,0.12909944487358052
AAM0972,753262,0,862,380,0,0,0,22806,0.017382413087934562,5,0.13106385786059072,0.14613799354759055,57,0.9661016949152542,6.157894736842105,0.13245323570650433
AAM0972,765405,0,481,451,0,0,0,29464,0.009713701431492843,4,0.13858266889934065,0.14990343342427556,50,0.9803921568627451,6.72,0.14142135623730945
AAM0972,783414,1,649,116,0,0,0,41898,0.03374233128834356,3,0.12736032962315036,0.1421000265934302,61,1.0,6.409836065573771,0.12909944487358052
AAM0972,793459,0,506,381,0,0,0,40932,0.010736196319018405,4,0.15703182083346195,0.1677257698770822,39,0.9069767441860465,6.846153846153846,0.15811388300841897
AAM0972,825150,0,598,288,0,0,0,34186,0.009202453987730062,3,0.16250610683706257,0.18828855905083308,37,0.9736842105263158,6.081081081081081,0.16439898730535737
AAM0972,830096,1,497,248,0,0,0,30648,0.0015337423312883436,3,0.1553314089250557,0.17238698341039244,41,0.9534883720930233,6.2682926829268295,0.15811388300841897
AAM0972,858392,1,928,44,0,0,0,31858,0.029907975460122704,5,0.14223477911141683,0.15445723928973026,46,0.9387755102040817,6.521739130434782,0.1443375672974064
AAM0972,868800,1,725,499,0,0,0,27233,0.019171779141104295,5,0.12295646951830456,0.13530327901102596,64,0.9846153846153847,6.359375,0.12499999999999997
AAM0972,869891,0,761,455,0,0,0,34978,0.014110429447852759,6,0.1418639512319879,0.15300085706589564,48,0.96,5.916666666666667,0.14285714285714282
AAM0972,881291,1,504,58,0,0,0,22554,0.0015337423312883436,3,0.1466173795576049,0.1662172798800416,44,0.9565217391304348,5.909090909090909,0.1490711984999859
AAM0972,883540,0,632,434,0,0,0,38130,0.01763803680981595,5,0.13252601419576496,0.14707738708072712,56,0.9824561403508771,6.839285714285714,0.1348399724926484
AAM0972,904216,0,577,420,0,0,0,33694,0.007668711656441718,3,0.12306120069522161,0.13705683043869812,65,1.0,6.476923076923077,0.12499999999999997
AAM0972,909919,0,916,479,0,0,0,39728,0.013803680981595092,3,0.16542010195131443,0.18812256765265478,36,0.972972972972973,6.055555555555555,0.16903085094570336
AAM0972,910259,0,759,178,0,0,0,20635,0.007668711656441718,3,0.15529318193899955,0.17155249507183745,41,0.9534883720930233,5.926829268292683,0.15811388300841897
AAM0972,913019,0,603,315,0,0,0,36142,0.014314928425357873,5,0.12501870001130946,0.1393598425563044,63,0.9692307692307692,6.904761904761905,0.12700012700019042
AAM0972,927121,1,656,197,0,0,0,24539,0.023773006134969327,4,0.1531201040951649,0.17142673109795972,41,0.9534883720930233,6.341463414634147,0.15617376188860607
AAM0972,944754,0,857,18,0,0,0,28570,0.01687116564417178,3,0.1841482917281444,0.21771083393119042,29,1.0,6.413793103448276,0.18898223650461363
AAM0972,944796,1,479,86,0,0,0,42131,0.032208588957055216,4,0.1530494472752186,0.17649815433958052,42,1.0,6.142857142857143,0.15617376188860607
AAM0972,951011,1,974,416,0,0,0,14366,0.024539877300613498,3,0.14155258033548157,0.15837116660059045,49,0.98,6.040816326530612,0.14285714285714282
AAM0972,953479,1,469,456,0,0,0,24676,0.012653374233128834,5,0.17154018150525818,0.18644807028577798,33,0.9705882352941176,6.666666666666667,0.17407765595569788
AAM0972,956854,1,618,78,0,0,0,13955,0.035276073619631906,4,0.14174107642955017,0.15175203827454728,47,0.9591836734693877,6.212765957446808,0.1443375672974064
AAM0972,968851,0,862,217,0,0,0,24761,0.011886503067484663,5,0.13956005391051693,0.14736888335083542,51,1.0,6.333333333333333,0.14142135623730945
AAM0972,985980,0,819,49,0,0,0,20083,0.012269938650306749,3,0.15565469203837667,0.17303497140419827,39,0.975,6.769230769230769,0.16012815380508716
AAM0972,993692,1,870,228,0,0,0,20737,0.0352760736196319,3,0.1489978423354722,0.17087156368989115,44,0.9777777777777777,5.340909090909091,0.15075567228888176
AAM0972,1027873,1,523,213,0,0,0,22574,0.019427402862985683,4,0.15632210904825591,0.16779999465816497,39,0.9512195121951219,6.128205128205129,0.16012815380508716
AAM0972,1034047,0,747,169,0,0,0,29521,0.012269938650306749,3,0.12988231329340275,0.14365790669938874,57,0.9827586206896551,5.9298245614035086,0.13245323570650433
AAM0972,1047682,0,714,438,0,0,0,23807,0.01687116564417178,5,0.1754096219516904,0.2011234046070336,32,0.9696969696969697,6.40625,0.1796053020267749
AAM0972,1052984,1,902,359,0,0,0,19929,0.02070552147239264,5,0.12873342885873815,0.14051463603781522,59,0.9833333333333333,6.372881355932203,0.13018891098082383
AAM0972,1059669,0,578,183,0,0,0,35512,0.015337423312883436,3,0.18787842789892875,0.20640176256154924,28,1.0,6.964285714285714,0.19245008972987526
AAM0972,1068493,1,471,218,0,0,0,31950,0.030368098159509204,6,0.1261051004477257,0.1450698435530563,62,1.0,5.935483870967742,0.12803687993289592
AAM0972,1083998,0,760,445,0,0,0,23389,0.015337423312883436,3,0.136516775334562,0.1537107212408931,53,0.9636363636363636,6.320754716981132,0.13867504905630726
AAM0972,1099798,0,497,164,0,0,0,27795,0.013292433537832313,4,0.14975413040291882,0.16892568552230666,44,1.0,5.818181818181818,0.15249857033260464
AAM0972,1116959,0,860,183,0,0,0,28443,0.011758691206543966,4,0.1620825858348439,0.16235064093387552,36,0.9473684210526315,6.638888888888889,0.16439898730535737
AAM0972,1131046,0,753,274,0,0,0,43227,0.010736196319018405,3,0.14182647467506565,0.158785222024143,49,1.0,6.326530612244898,0.1443375672974064
AAM0972,1135724,1,688,428,0,0,0,39386,0.028757668711656442,5,0.11244208086583408,0.12522623788042503,78,0.9873417721518988,6.5256410256410255,0.11396057645963786
AAM0972,1143839,1,1001,198,0,0,0,37600,0.03987730061349693,3,0.14200793903598732,0.14843143477437504,47,0.9591836734693877,6.425531914893617,0.1443375672974064
AAM0972,1151058,0,619,196,0,0,0,42313,0.011656441717791411,6,0.1906351463888337,0.21983480543034006,27,1.0,5.925925925925926,0.1961161351381841
AAM0972,1159962,1,979,120,0,0,0,42083,0.049079754601226995,3,0.14156122143763825,0.15299881451911984,49,0.98,7.0,0.14285714285714282
AAM0972,1170094,1,716,92,0,0,0,28856,0.032208588957055216,3,0.1410356912948508,0.16280060727163856,49,0.98,5.551020408163265,0.14285714285714282
AAM0972,1170777,1,980,148,0,0,0,21810,0.034764826175869123,4,0.15290247776729546,0.2096753237611948,39,0.8863636363636364,5.564102564102564,0.15249857033260464
AAM0972,1190600,1,799,155,0,0,0,36394,0.037576687116564415,5,0.12348472582123896,0.13556230862823282,63,0.9692307692307692,6.317460317460317,0.12499999999999997
AAM0972,1191658,0,846,4,0,0,0,34458,0.015337423312883436,3,0.13862530286461522,0.1513611423439076,50,0.9433962264150944,6.34,0.14142135623730945
AAM0972,1192819,1,995,296,0,0,0,15512,0.018404907975460124,3,0.14774209040880706,0.172135192501034,45,1.0,5.555555555555555,0.15075567228888176
AAM0972,1206622,0,702,381,0,0,0,16654,0.015337423312883436,3,0.14171789157418105,0.16663879389558248,49,1.0,5.877551020408164,0.1443375672974064
AAM0972,1217606,1,629,448,0,0,0,39147,0.028757668711656442,5,0.15703643289862626,0.17721956645518716,40,1.0,6.375,0.16012815380508716
AAM0972,1220766,1,599,95,0,0,0,32859,0.039110429447852764,5,0.1443413343045119,0.15180597495871034,44,0.9166666666666666,5.886363636363637,0.14586499149789459
AAM0972,1240221,1,467,423,0,0,0,31613,0.03834355828220859,3,0.1466484004050637,0.16718666858134812,46,0.9787234042553191,6.304347826086956,0.1490711984999859
AAM0972,1241805,0,486,371,0,0,0,35559,0.011503067484662576,4,0.14295205747323772,0.15444856772163393,45,0.9375,6.2444444444444445,0.14586499149789459
AAM0972,1246746,1,697,304,0,0,0,37233,0.021472392638036807,5,0.16134364015334687,0.18148765987283727,38,0.9743589743589743,6.0,0.16439898730535737
AAM0972,1253118,1,487,266,0,0,0,21433,0.013036809815950921,4,0.15519170953396128,0.17501782263998555,41,0.9534883720930233,6.414634146341464,0.15811388300841897
AAM0972,1254051,1,573,331,0,0,0,56286,0.01687116564417178,5,0.14430449058251135,0.1662244455188805,47,0.9591836734693877,5.787234042553192,0.14586499149789459
AAM0972,1265776,1,578,507,0,0,0,23859,0.0015337423312883436,3,0.14235221903237294,0.15308293473486329,48,0.9795918367346939,6.520833333333333,0.1443375672974064
AAM0972,1267786,0,479,148,0,0,0,21758,0.006901840490797546,4,0.13950007153171384,0.15765715403934216,50,0.9803921568627451,6.24,0.14142135623730945
AAM0972,1285491,1,961,462,0,0,0,17610,0.007668711656441718,3,0.14090906637968778,0.15314719741075866,50,0.9615384615384616,6.74,0.14285714285714282
AAM0972,1297150,1,652,239,0,0,0,43027,0.0352760736196319,3,0.11959186755699423,0.13734279845236322,68,0.9855072463768116,6.0588235294117645,0.12126781251816642
AAM0972,1298443,0,539,210,0,0,0,19526,0.013803680981595092,3,0.1470368420208044,0.16605314255921333,45,0.9574468085106383,6.066666666666666,0.1474419561548971
AAM0972,1303220,1,691,121,0,0,0,32446,0.032208588957055216,3,0.15318258600224666,0.17263600189583292,42,1.0,5.833333333333333,0.15617376188860607
AAM0972,1306241,1,578,465,0,0,0,21050,0.03834355828220859,3,0.13539153992465822,0.15660908527511322,54,1.0,6.796296296296297,0.13736056394868898
AAM0972,1316118,1,742,109,0,0,0,30936,0.026073619631901843,4,0.1825596072935314,0.2009153541523222,29,0.9354838709677419,5.310344827586207,0.1856953381770519
AAM0972,1322029,1,594,371,0,0,0,29189,0.025153374233128835,6,0.15689525200381774,0.17956359718555845,40,0.975609756097561,5.0,0.16012815380508716
AAM0972,1322946,1,558,91,0,0,0,38901,0.02965235173824131,5,0.15284493499042714,0.16998988306959573,42,0.9767441860465116,6.380952380952381,0.15430334996209188
AAM0972,1329447,1,615,338,0,0,0,32720,0.022494887525562373,4,0.15956408833565908,0.17922739054021067,37,0.9736842105263158,5.918918918918919,0.16439898730535737
AAM0972,1337811,0,455,323,0,0,0,26194,0.016487730061349692,5,0.1657026783702837,0.181909143499381,36,1.0,5.888888888888889,0.16903085094570336
AAM0972,1350123,0,586,403,0,0,0,50986,0.00843558282208589,4,0.14166214326192533,0.16215847847945614,49,0.98,5.918367346938775,0.1443375672974064
AAM0972,1350962,0,625,85,0,0,0,32514,0.012269938650306749,5,0.1255818487453089,0.1352937374958082,61,0.953125,6.262295081967213,0.12700012700019042
AAM0972,1357777,0,702,233,0,0,0,23301,0.015337423312883436,3,0.15270314871405088,0.1671176254114855,42,0.9767441860465116,7.0476190476190474,0.15430334996209188
AAM0972,1367181,0,770,99,0,0,0,19439,0.003067484662576687,3,0.14054856000493118,0.1490001234926178,47,0.94,6.191489361702128,0.14285714285714282
AAM0972,1379370,1,770,105,0,0,0,20866,0.02569018404907976,6,0.15017664977360953,0.16525060215049314,42,0.9545454545454546,5.5476190476190474,0.15249857033260464
AAM0972,1392690,1,992,177,0,0,0,29393,0.03742331288343558,6,0.1612954691375019,0.1795154797526079,38,0.9743589743589743,6.105263157894737,0.16439898730535737
AAM0972,1414115,0,981,220,0,0,0,32416,0.012269938650306749,3,0.12873119223488244,0.1447131931332627,58,0.9830508474576272,6.310344827586207,0.13130643285972254
AAM0972,1456279,1,746,275,0,0,0,23801,0.024539877300613498,3,0.13297189060086875,0.15046646748534864,55,0.9821428571428571,5.909090909090909,0.1348399724926484
AAM0972,1464023,1,667,200,0,0,0,33739,0.03374233128834356,6,0.12171379124881436,0.13693329525789613,66,0.9565217391304348,5.7727272727272725,0.12309149097933265
AAM0972,1486211,1,575,379,0,0,0,15027,0.018916155419222907,4,0.13380630879869462,0.15329225361280904,53,0.9636363636363636,5.584905660377358,0.1360827634879543
AAM0972,1488657,1,568,387,0,0,0,30273,0.015337423312883436,3,0.1292661026113499,0.1392162907146628,59,1.0,6.8474576271186445,0.13130643285972254
AAM0972,1489503,0,868,262,0,0,0,29669,0.01572085889570552,5,0.1340500046345725,0.14848246211483387,55,0.9649122807017544,5.927272727272728,0.1360827634879543
AAM0972,1496211,0,761,60,0,0,0,33811,0.014826175869120654,5,0.15140535325622476,0.17419594896140736,43,1.0,6.1395348837209305,0.15430334996209188
AAM0972,1499217,1,577,443,0,0,0,40995,0.02607361963190184,6,0.1412841315739278,0.1553976823629154,46,0.92,5.8478260869565215,0.14285714285714282
AAM0972,1501952,0,1018,410,0,0,0,30160,0.013803680981595092,3,0.16337993319401525,0.18138797337654042,37,1.0,6.27027027027027,0.16666666666666674
AAM0972,1506262,1,681,487,0,0,0,24387,0.032208588957055216,4,0.153465113366136,0.17337510993802185,42,0.9767441860465116,6.190476190476191,0.15617376188860607
AAM0972,1509330,0,669,317,0,0,0,27184,0.012269938650306749,4,0.15539420867165468,0.17740467109635413,41,1.0,6.390243902439025,0.15811388300841897
AAM0972,1510482,1,523,43,0,0,0,28656,0.03565950920245399,6,0.1313736681280788,0.14784563051450605,57,1.0,6.105263157894737,0.13363062095621214
AAM0972,1523852,1,710,7,0,0,0,28419,0.011886503067484662,5,0.1241640703125166,0.1434392015239822,63,0.984375,6.174603174603175,0.12598815766974236
ABL1229,3643,0,971,487,0,0,0,28929,0.010687022900763359,3,0.11043371047513083,0.12468817453456461,81,1.0,6.049382716049383,0.11180339887498938
ABL1229,16821,1,562,91,0,0,0,20160,0.0366412213740458,6,0.12235233408572166,0.1320295075531532,65,0.9848484848484849,6.769230769230769,0.12403473458920837
ABL1229,30272,1,904,359,0,0,0,29872,0.021374045801526718,3,0.1263249965018869,0.14396247470196305,62,1.0,6.483870967741935,0.12803687993289595
ABL1229,37081,0,717,470,0,0,0,20818,0.010687022900763359,3,0.1429205936863057,0.1655716483217329,48,0.9795918367346939,5.666666666666667,0.14586499149789459
ABL1229,40888,0,874,381,0,0,0,32842,0.0183206106870229,4,0.14648413601545474,0.16890606318750084,45,0.9574468085106383,5.511111111111111,0.1490711984999859
ABL1229,49501,0,950,303,0,0,0,27012,0.022900763358778626,3,0.1328296082199316,0.15019466115096716,56,0.9824561403508771,6.303571428571429,0.1348399724926484
ABL1229,50019,1,933,478,0,0,0,43826,0.03931297709923664,5,0.164004157428109,0.17450088816966142,36,0.9473684210526315,6.166666666666667,0.16439898730535737
ABL1229,58225,1,744,329,0,0,0,20039,0.032569974554707386,5,0.17002417181211965,0.1901448086214643,34,1.0,5.588235294117647,0.17407765595569788
