user,bigger,cldist,inertia,smaller
AFC0792,156.0,2.929286591928363,2836.7851564056564,57.0
AFF1343,37.0,3.4820107189509373,781.7557384895811,28.0
AFL1759,23.0,3.501297094806601,503.0205645198368,23.0
AFN0176,62.0,3.5901333297355142,973.7671088723981,23.0
AFP1341,87.0,3.309440110012307,1730.9631017034249,66.0
AFR0909,43.0,3.464117744800765,902.5830804330778,39.0
AFW1639,31.0,3.3621735312611634,482.47997565081033,21.0
AFW2487,32.0,3.274177645294745,724.4761719528346,32.0
AFW3045,33.0,3.7171748475995727,604.0680593041101,18.0
AGB0186,42.0,12.197584772711403,370.67895069594874,1.0
AGB0447,123.0,2.984113171362491,2388.9556614991325,78.0
AGB0643,40.0,3.6290981486693696,511.41855761669905,14.0
AGB0901,151.0,3.093101593713175,2263.79107422578,79.0
AGB1507,182.0,2.854620024565336,3135.596054051788,72.0
AGC0592,23.0,3.329967872494677,355.3264031319179,15.0
AGG3828,12.0,3.61764389642171,170.1401485078606,7.0
AGH1610,25.0,3.600174533706398,332.9904004134521,11.0
AGH1971,26.0,3.248547769913844,568.2977785846156,24.0
AGP1212,27.0,3.2595913456621672,568.038298100311,23.0
AGW1389,143.0,3.300404578012481,2630.8012513924505,87.0
AHA0753,28.0,4.327778639224218,387.4598438658863,8.0
AHC0142,131.0,3.470782842476725,1878.2281913003885,44.0
AHC1044,11.0,5.522079818235323,104.39584296791071,2.0
AHC1831,32.0,3.4521689803905775,525.0459379870655,26.0
AHD0590,85.0,3.198986239598107,1440.5798926731507,67.0
AHD0848,16.0,8.04858693355044,160.03082199819397,1.0
AHE2771,16.0,3.5187316869476324,221.96547901477692,8.0
AHF0446,25.0,3.3113871864216136,497.6247631423024,19.0
AHG0634,11.0,5.054895276249746,112.75821095501968,2.0
AHG1765,41.0,3.588506758189728,790.010374660414,25.0
AHH0085,96.0,3.25953050826544,1388.014747701979,48.0
AHJ1993,83.0,3.217964578512476,1815.174796552436,76.0
AHL0941,6.0,3.758388034423912,86.09884651847798,4.0
AHM0052,64.0,3.5850090088079383,1121.5610951887716,38.0
AHM0069,45.0,3.4509437082101417,937.8091475409024,40.0
AHM0410,90.0,3.2258893320689497,1425.3709686207749,60.0
AHN0681,257.0,11.229238576524853,3679.346814633133,4.0
AHN0998,98.0,3.4527205820516844,1569.803265417298,37.0
AHP0450,49.0,3.512743906484433,914.3206023164157,34.0
AHR0362,25.0,4.248216109447205,285.3036087594006,7.0
AHW1066,26.0,3.336257737915209,452.1610574511864,23.0
AIB0948,14.0,4.109986032969315,165.76637034820004,5.0
AID0212,47.0,4.050871901238246,672.8959484848734,13.0
AIE0773,125.0,4.751591466398146,1638.0667373848446,21.0
AIH0675,103.0,3.244461077643874,1549.1252547051179,59.0
AIH0814,9.0,3.5105278148177432,165.63430006100745,6.0
AIM0627,171.0,2.8432184274809322,2579.674703943606,81.0
AIP0184,30.0,3.490513626300285,583.3822092638171,23.0
AIP0394,112.0,3.268620203928996,1646.5833696963919,60.0
AIP0982,93.0,3.1305389920007984,1478.578228478166,60.0
AIS0405,71.0,3.1027691813141702,1240.6766417986933,58.0
AJB0002,42.0,3.6396875069180354,603.263543211285,26.0
AJB0509,36.0,3.5728644773346643,494.81567311920116,18.0
AJB1275,47.0,3.7973355194981533,764.9086485952039,24.0
AJB1763,41.0,6.0988431440592406,494.4416537307223,4.0
AJB1839,30.0,3.4980111538073415,510.11883427982343,27.0
AJC0840,15.0,4.123059856566233,176.25141532189514,5.0
AJC1605,69.0,4.112017378798539,996.3251505689143,23.0
AJC2957,50.0,3.6216135988932727,848.0426645379257,27.0
AJD0074,142.0,2.999055122355958,2212.773105568972,56.0
AJD1612,248.0,23.206878474911736,2949.6036798384266,1.0
AJF0370,127.0,2.8824393207581203,2179.9282577380586,50.0
AJF0498,42.0,4.133921828779701,609.1181560970067,15.0
AJF2673,31.0,3.3503212714711106,597.5620172027742,22.0
AJF3082,36.0,3.338965133880413,761.690772214648,26.0
AJG3850,47.0,3.7220765449006676,656.9110452156374,28.0
AJH0175,139.0,3.2283714317916026,2154.3103240940372,87.0
AJH0191,202.0,3.355811417942549,3612.5094365134837,83.0
AJH0724,112.0,2.6270735322509675,2203.6006485306425,66.0
AJH2462,35.0,3.3739667849283697,570.4911126906309,27.0
AJL0462,19.0,4.4157669893168,210.816465838571,5.0
AJM0049,162.0,19.599585043977203,2063.2129761278075,1.0
AJM0956,132.0,7.105865594707309,1083.8858150810258,15.0
AJM3847,27.0,3.417843096709787,576.3631785045086,25.0
AJN0607,244.0,22.959977640913586,2414.9911025380184,1.0
AJP0723,19.0,5.56359089024156,183.80218250650927,3.0
AJP1238,44.0,3.813155971948597,532.0466054956162,11.0
AJP3200,14.0,3.851100609021173,201.48597391198106,10.0
AJR0319,188.0,3.18028541364594,3272.410453323485,121.0
AJR0631,40.0,3.732687316114363,624.7662331442166,16.0
AJR1103,32.0,3.187233071939458,592.8952856831825,19.0
AJS1408,148.0,2.661887053312891,2581.6671829324187,103.0
AJS1482,9.0,3.935113154183752,124.25358406957203,6.0
AJS2428,48.0,3.4624727458482285,907.8118991939766,26.0
AJS2677,36.0,3.9334487407917376,550.1786223906765,15.0
AJT0419,136.0,3.08004012577271,2822.8780756423575,106.0
AJT3006,59.0,3.4568453102605203,1234.3664241643537,53.0
AJW2589,42.0,3.4091141386629227,621.8632511798057,25.0
AKB2341,40.0,3.515007159888324,872.8944933186765,40.0
AKB3173,38.0,3.520237985902935,527.0337106196765,19.0
AKB3547,41.0,3.710970821587474,646.5069104524912,17.0
AKC0847,6.0,3.8291120672255228,125.01245666353059,5.0
AKC0924,80.0,3.2578913322107406,1217.5843220251836,48.0
AKC2412,46.0,3.4927486513007735,996.49959558013,45.0
AKD0332,84.0,2.9424677217943556,1768.7294297707579,65.0
AKE1461,30.0,3.719452574550348,476.52586727468855,13.0
AKF0709,9.0,3.7900956397638965,116.22048473014901,4.0
AKG1825,43.0,3.3627876507201693,727.6321734269995,20.0
AKH0493,32.0,3.4524336081434637,462.6896891292846,18.0
AKH0758,36.0,3.846801736626675,433.4552380734192,9.0
AKK0032,97.0,3.1885286166118827,1781.048402209202,56.0
AKK0329,35.0,3.434758673819149,509.8491453970343,20.0
AKM0079,55.0,4.070101644337102,784.7610699847235,15.0
AKM0214,243.0,23.994184566842556,2842.6386188289653,1.0
AKO0006,85.0,3.406685253460251,1592.0234584773561,57.0
AKP0503,142.0,15.462101491802992,1256.4878510961123,2.0
AKP1665,56.0,3.460181136866087,1025.63834069732,36.0
AKP2492,42.0,4.517903812137687,460.7150993046024,9.0
AKR0756,114.0,5.710515374008271,1254.9642620350905,28.0
AKR3449,18.0,3.594357247760989,378.2596933068109,14.0
AKS0448,161.0,5.636266663912515,1783.8135571757712,42.0
AKS0586,190.0,3.33743840625787,3199.9090858871223,55.0
AKS0662,33.0,3.1944645737103468,656.2097140552487,24.0
AKS1143,27.0,3.6355955210951216,370.1405923961802,14.0
AKV2701,28.0,3.3769973142131375,613.2453125397586,27.0
AKW0167,168.0,22.011051034109595,1546.3804156142146,1.0
AKW1191,44.0,3.6133195326374445,789.4028290227093,21.0
ALA3422,50.0,3.778655718114212,812.0293493993796,25.0
ALB0668,30.0,3.375797895567286,543.7948713931892,18.0
ALB0892,23.0,3.5174312082969585,365.2409897437411,13.0
ALB0939,14.0,4.723612015883926,148.87497411662787,3.0
ALB1144,127.0,5.465633760111544,1577.5087714955837,16.0
ALB1705,69.0,3.890952777509437,1139.1022394825868,26.0
ALB2164,7.0,3.92449032675536,87.65658891792756,3.0
ALB3119,44.0,3.6526375719978117,812.8102961561353,24.0
ALB3574,35.0,3.637309356536968,546.5904415292944,13.0
ALC0604,11.0,4.470954231346761,106.88205375854875,3.0
ALC0788,39.0,4.607848943965921,413.13834446151606,6.0
ALC1935,26.0,3.580600322053398,443.331642136771,14.0
ALC2660,32.0,3.506855686792828,458.3266159719414,18.0
ALC3559,41.0,4.018910545686824,617.9018197234443,17.0
ALD0529,41.0,3.8024015843750005,505.2916405162768,13.0
ALD0544,108.0,3.4489478860998104,1428.7875447914882,40.0
ALG1114,34.0,3.362712584214036,553.3978840526034,26.0
ALH0402,90.0,3.197252007811668,1474.1860687192511,65.0
ALH0506,116.0,3.560208917285402,1858.0455384092932,47.0
ALH3845,46.0,3.3372584957373865,926.904659297688,29.0
ALL0915,68.0,3.688989096898075,1088.718094527071,30.0
ALM0775,11.0,4.098126958232757,180.15624269076983,7.0
ALM1768,83.0,3.1676518750400873,1896.1119439985785,82.0
ALM2988,9.0,4.023537589514244,169.4354387726556,8.0
ALN0182,250.0,3.554921007654996,3960.0296954975747,95.0
ALP0817,33.0,3.8807009855008667,546.4130814025027,19.0
ALR0766,42.0,3.797873996709968,651.4470053737557,17.0
ALS0062,66.0,3.6914510579450077,1078.3283199113735,32.0
ALW0646,31.0,3.384862425189195,646.6594004387573,27.0
ALW1202,29.0,3.6436967599072374,528.8492831564912,20.0
AMB0403,100.0,2.8527401561249266,1913.2586511991612,58.0
AMB0745,101.0,5.42265918215241,1144.5996994397692,33.0
AMB1154,30.0,3.813393463110355,492.2577074313796,16.0
AMB2403,43.0,3.39308384002406,769.992731009708,25.0
AMC0265,182.0,14.644524629788199,2335.7380163357593,2.0
AMC0854,188.0,3.2159138015009705,2780.890591391433,100.0
AMC1724,172.0,3.4194449508894458,2347.0265820646555,74.0
AMC2891,61.0,3.619687866186141,1188.300083485445,39.0
AMC3071,10.0,7.096154911732927,119.22235042608062,1.0
AMD0077,276.0,23.35169723055499,2780.66683487685,1.0
AME1364,19.0,5.63776086409869,236.48546631861967,2.0
AMG1628,166.0,2.9779058239859886,3066.473550538464,90.0
AMH0464,7.0,3.7616800566965884,102.72847585723251,5.0
AMH0794,106.0,3.4951283831608913,1408.5318473609013,42.0
AMH1887,136.0,6.103833602107344,1678.8425181989578,11.0
AMJ0297,13.0,3.4949118292717114,206.96203781435509,10.0
AMK3872,33.0,3.5191802615648786,552.8372478110941,29.0
AML0268,95.0,2.6799998942177887,2287.360810412806,78.0
AML3020,25.0,3.485381401273686,526.4784787583728,23.0
AML3184,43.0,4.0373014972237495,621.2930341226396,13.0
AMM0014,193.0,3.1456184274178027,3132.8816545939253,133.0
AMM1285,153.0,2.939885480990459,2676.2088650083933,118.0
AMN0392,12.0,4.061614962991036,200.81576268355516,8.0
AMR0318,155.0,3.1420337847820283,2306.7979470099363,81.0
AMR0400,92.0,3.1698584826460006,1410.0926170519592,54.0
AMR3546,48.0,3.817273942042382,727.0706220853206,17.0
AMS1236,109.0,17.94108535596525,1221.0436611931514,1.0
AMV0036,155.0,3.511752205486838,2040.9914463092405,59.0
AMW0392,193.0,5.515555331366964,2293.9058485153278,14.0
AMW1294,51.0,3.9302060416849223,930.5891107839938,22.0
ANB1840,29.0,3.8452452167226134,371.2788485041308,13.0
ANC0027,123.0,3.3126467009939624,1811.4585027375388,68.0
ANC2540,29.0,3.713293616100649,380.23135348276344,13.0
ANG0427,30.0,3.400614598653377,655.4773509447493,29.0
ANH1110,18.0,3.3403811444999634,392.4459218770728,17.0
ANH1583,18.0,7.658094125515096,210.44024729292215,1.0
ANH1801,26.0,3.29760744835538,420.6252855016945,19.0
ANH2490,34.0,3.8172627262127237,548.8563931627593,17.0
ANM0123,14.0,7.890061263908062,121.897137701659,1.0
ANM0489,41.0,4.086096257293057,591.202493731117,13.0
ANM0830,10.0,3.7871487834902133,138.2156403439072,6.0
ANM3069,39.0,4.168849194043066,452.5193316460548,12.0
ANP0451,70.0,4.176822863991372,982.2071586497389,18.0
ANP0555,114.0,3.5128516235807186,1527.1779483438575,48.0
ANR0502,164.0,20.461725077753545,1893.8552746797502,1.0
ANS0705,27.0,3.4416781841577557,552.8832528565217,23.0
ANT0148,29.0,3.2476939922998493,571.5312518603819,21.0
ANT0430,88.0,3.3970291678392424,1310.2860948397852,53.0
ANV3529,33.0,3.5141787822164283,677.3802249144388,29.0
AOB0019,100.0,3.142127308286173,1712.2658336889722,79.0
AOB0391,13.0,3.6034501391271188,210.6319181066641,11.0
AOC1105,45.0,3.7323796528650606,854.5530284913344,28.0
AOC1188,40.0,3.7112777968120843,619.7427321624325,15.0
AOC1283,148.0,3.2275058127962453,3087.077480396863,99.0
AOD2736,29.0,3.3739903318351714,603.1617999906485,25.0
AOH0883,38.0,3.594937575476887,603.0105958906016,15.0
AOK0844,11.0,4.35040876183438,139.48356790786698,4.0
AOP1202,148.0,17.79231354964702,1771.5581854064094,1.0
AOP1733,21.0,3.6676833282988714,392.2763923889777,12.0
AOR0999,77.0,3.600104151425042,1395.233441646596,38.0
AOS0987,81.0,3.256421866792155,1301.2175627524016,57.0
APB1710,65.0,3.3017125362543407,1229.8782467277306,43.0
APB2375,38.0,3.398657106180813,811.5526401811899,35.0
APD1148,105.0,3.1432493417334193,2108.7861132669277,61.0
APF0777,34.0,3.7704761626705627,524.3044936590641,13.0
APG0307,7.0,3.76881749813356,110.11020122784743,6.0
APM1561,6.0,3.990443298029291,111.78326948451146,4.0
APR1168,147.0,19.324692967383186,1701.0795103534224,1.0
APW3206,44.0,3.8892624986285282,656.7898400519114,15.0
APW3755,9.0,4.288763226786642,126.61464746526593,3.0
AQC0371,27.0,3.2023124249325714,463.6866512056072,22.0
AQD0820,87.0,3.510306635907938,1186.3508714977515,40.0
AQL1757,32.0,3.2005951317863386,654.2272393317276,25.0
AQT0278,37.0,4.00461516121472,562.8703771142824,16.0
ARA0252,95.0,4.059297377336742,1113.8749908797852,25.0
ARA1104,31.0,3.7463976332136215,480.57664595052813,12.0
ARB0626,11.0,3.6461762645039224,204.4250042652002,8.0
ARB0881,32.0,3.3703701168093563,447.9891602626568,15.0
ARB2085,33.0,3.6776350813933316,517.8646758538493,13.0
ARB3758,8.0,4.335029901368669,124.1769715515063,5.0
ARC3028,51.0,3.942056947374928,840.4701993356689,30.0
ARD0509,20.0,3.0414718346024228,349.77288070506825,16.0
ARD0538,204.0,20.910506610542747,2639.883636640251,1.0
ARD0790,141.0,3.1688341437688488,2791.5800999802855,79.0
ARD3583,27.0,3.7703302782458716,435.25994917806963,13.0
ARF0719,136.0,6.170416390997001,1463.289615858997,24.0
ARG1264,13.0,4.324492710248103,180.79621562050428,4.0
ARG3525,35.0,4.1311972551940395,409.15838167153777,11.0
ARH3718,44.0,3.442002716940613,751.0589310954219,39.0
ARL0034,143.0,2.7617247316547098,2293.6028061409033,81.0
ARL0411,84.0,3.168815693952987,1385.1579501304009,61.0
ARL1082,27.0,3.847271285714186,437.5374239330981,14.0
ARM0333,83.0,3.1130017722500045,1796.373538816947,72.0
ARM0805,131.0,4.677244012105096,1749.5647829223365,15.0
ARM1198,39.0,3.5835097745000746,544.7129475512521,21.0
ARM1880,38.0,3.555107192685561,517.6262426497237,18.0
ARM3024,50.0,3.610048984979683,980.411757894469,41.0
ARM3517,33.0,3.4184310280403025,596.4803272134088,20.0
ARM3724,63.0,3.5681874176788346,1011.6746870640181,26.0
ARO3195,39.0,3.633889210223997,676.9512861195549,23.0
ARP0574,90.0,3.0365511723756105,1899.1742791017723,72.0
ARP1356,11.0,4.6553963495646515,144.9143142385131,3.0
ARS0114,46.0,4.315442398685134,632.6796525129321,11.0
ARS3163,33.0,3.824315520248659,535.9031331937863,17.0
ARV1884,107.0,3.53560050506426,1701.4623920533888,41.0
ARW0487,9.0,3.733419770331793,178.96667829009945,8.0
ASA3399,7.0,3.8097065198595756,135.10905552051202,6.0
ASB0658,30.0,2.9270501994437836,543.1687790445833,25.0
ASB0796,90.0,3.359031508069045,1260.8932552960737,42.0
ASB1069,36.0,3.9329768589888676,556.6587535260586,16.0
ASB2881,79.0,4.193818426369808,909.3451447281402,22.0
ASC1297,146.0,3.149304221308299,2363.3637831548212,100.0
ASC3048,42.0,3.914013421438027,773.9868358674833,26.0
ASD0577,14.0,4.972097316065217,142.92273104366097,3.0
ASF1622,19.0,3.9588679307396153,340.8139741251648,11.0
ASG0048,118.0,3.200612683816926,1706.2821922430135,57.0
ASG0692,81.0,3.0968527066242153,1361.4339439963471,60.0
ASG1625,10.0,3.3431179556907447,202.32694370816947,8.0
ASG1914,11.0,4.69975228455678,118.24786344770706,6.0
ASH0389,12.0,3.7573591292413924,212.23481139475058,8.0
ASL0378,85.0,3.113741033149883,1347.8431008145126,54.0
ASL2541,12.0,3.574162712305484,218.6817323486325,8.0
ASM0398,70.0,5.686885881302632,768.9403921139932,18.0
ASM0575,8.0,3.881234935590178,96.64927807616709,5.0
ASM1805,36.0,3.6158098644077667,591.0313668483832,17.0
ASM3003,70.0,3.8114856721986987,1081.4515394124808,28.0
ASO0008,119.0,3.8909870336018146,1458.3313307080457,41.0
ASO0180,130.0,19.83592729632263,1181.5395303690866,1.0
ASO1011,37.0,3.2917083762466635,835.5461353663297,37.0
ASP1409,34.0,3.5163760383881844,706.8616037822374,25.0
ASR0150,10.0,3.7124384169193987,164.2497688259217,7.0
ASR1701,13.0,3.8450261468179843,247.91065300128764,11.0
ASR2444,47.0,4.5570242374954235,627.4866267079304,12.0
ASS0206,161.0,3.388355373415659,2174.2234185997318,64.0
ASS0517,45.0,3.5978680656129978,584.2796647994883,17.0
AST0328,120.0,5.566458513028981,1048.6495854075836,31.0
ASV0946,10.0,4.0267235060278646,125.95165935334221,5.0
ASW2290,11.0,4.267954643333553,129.3844358709135,5.0
ASW2718,33.0,3.296321132630929,689.4108639227438,28.0
ASW3498,76.0,3.3401372328001937,1478.6176749032786,43.0
ATA0912,52.0,3.3505029070961405,993.1951348247665,36.0
ATB0225,48.0,3.4061437475808614,1010.8555315050969,43.0
ATB0490,49.0,13.902208800101398,510.5940186688155,1.0
ATC1751,51.0,3.3461051526359418,932.127566660519,31.0
ATC1916,15.0,3.490864190929135,258.4201766982018,8.0
ATD0517,127.0,2.5592033636111498,2771.0128505609478,79.0
ATD1067,156.0,3.1820453118373577,2749.4785569375226,78.0
ATD3241,27.0,3.6709662893198107,466.613274631551,16.0
ATE0869,244.0,2.9289892079421587,3978.424158664363,113.0
ATE0914,62.0,3.881539960270777,780.011816242678,26.0
ATF0274,96.0,3.294952071196353,1366.3716365285864,46.0
ATH0388,33.0,3.5536552801433974,642.3521406885064,26.0
ATJ1757,49.0,3.4693714972746603,863.5307670112766,28.0
ATK3785,31.0,3.8091032684116035,520.7720126151312,18.0
ATL3886,34.0,3.6529882247168115,587.9603774158263,20.0
ATM1283,27.0,3.5460491479718153,513.5274284615089,20.0
ATO0307,144.0,7.105970761762272,1540.0326276178375,15.0
ATP0662,198.0,3.785558391982713,2667.9793793263016,54.0
ATS1073,172.0,3.1426386486399673,3153.4566976016977,97.0
ATS1156,40.0,3.504862532032951,775.7390794732735,24.0
ATW0607,10.0,6.775286752534877,90.26862674629582,1.0
ATW1039,53.0,3.618793002512645,1023.1479433500341,42.0
AUA0197,32.0,3.475187914783732,543.1794022073717,16.0
AUE1440,25.0,3.712177628655755,430.81003674976,15.0
AUH0138,136.0,9.546159137480377,1180.328240204721,6.0
AUH2658,27.0,3.578198661020016,491.7221388965653,18.0
AUM1310,31.0,3.5935646643039365,505.45447030009564,14.0
AVB3234,35.0,3.906023588040914,546.4719342865503,16.0
