user,count,mean,std,min,25%,50%,75%,max
ACJ1797,25.0,-0.45781756433030446,0.0307268992493042,-0.5533411673992412,-0.4729134551585095,-0.45877584204486616,-0.43334591548651047,-0.410627546495308
ACK1629,21.0,-0.4459912329935471,0.02984303718777143,-0.5010893398761245,-0.45331744655650424,-0.4447132117343232,-0.42253581564084114,-0.4037073046272986
ACK1688,13.0,-0.4610033174681479,0.024153759614426895,-0.4913337808182651,-0.48248483926392066,-0.4578638169999969,-0.44030309300767406,-0.4235094898000329
ACL0667,83.0,-0.4328161678068946,0.04679572236216841,-0.6071390797816217,-0.4554378094955963,-0.4257675193013032,-0.3971250173486447,-0.36584736255507294
ACM2517,57.0,-0.4662270013566033,0.032635236990881215,-0.5578230504300944,-0.48932942755335895,-0.46165616122015335,-0.44185674549728865,-0.41399490757310686
ACM2693,50.0,-0.43300733595881974,0.041993615326221236,-0.585403094277608,-0.45523185094732455,-0.4251859551674555,-0.4035833469015614,-0.37532266314271817
ACM2954,76.0,-0.45662455113297373,0.032481709099553245,-0.5357688489980352,-0.4747508953426734,-0.45388076675745403,-0.43192261782895824,-0.4007972481711453
ACO0902,13.0,-0.46435372137106723,0.02142593337866501,-0.5135892916110248,-0.47865439245580815,-0.4664072769295751,-0.4516341063326379,-0.4353742674128167
ACP1494,4.0,-0.3949182046655946,0.002625338149999549,-0.39814815007790133,-0.39650846830818415,-0.39442561417818406,-0.39283535053559443,-0.39267344022810863
ACR1045,17.0,-0.4439881774743471,0.03785930453625394,-0.5226828507317373,-0.45908149950518995,-0.44375998872768624,-0.418409754953699,-0.39541285603768217
ACR1286,40.0,-0.4454151620564447,0.036088904393357435,-0.5269387082603374,-0.47179480442172983,-0.4308089579119717,-0.4183078643295297,-0.39240566625015455
ACR1367,45.0,-0.44458817725919947,0.043110106708772786,-0.6092614825634698,-0.47363789119407235,-0.43101163025019046,-0.416476311227969,-0.3894766607346298
ACS0589,144.0,-0.44564275041271173,0.04702904624790432,-0.5856187274600239,-0.4725401423106114,-0.4318760771317802,-0.409109263738666,-0.3804226048860044
ACS1548,5.0,-0.37532197573916115,0.011446634411419486,-0.3920091655806498,-0.37953885348636957,-0.3755614930144494,-0.3662121059587714,-0.3632882606555651
ACS1868,49.0,-0.4518466281276766,0.04076762574347429,-0.5698822124246159,-0.4827709284751809,-0.43919244931500134,-0.42160439615701323,-0.3926488888300371
ACT1903,22.0,-0.4597285039842766,0.026238907476397705,-0.5042254238596595,-0.47733279750466884,-0.4600425664457173,-0.4395188560626113,-0.4218061867887182
ACT2336,90.0,-0.44396702444120073,0.04561076948182326,-0.5886658885520314,-0.4676306130987288,-0.43456812159395347,-0.41271774152246055,-0.37380206059761584
ACV0812,153.0,-0.4505445913079528,0.04266282201916413,-0.6422986727280552,-0.47091285418935797,-0.44668881544237604,-0.4232190489597943,-0.3696263490901486
ACW0078,42.0,-0.44455040982770155,0.035843922624327035,-0.5280170353435921,-0.47083769084590554,-0.44290098348420043,-0.4178886577104508,-0.3907466550128985
ACW1602,96.0,-0.45215846316049363,0.040663810550936604,-0.5624814510787816,-0.4740985582947079,-0.4488491707072958,-0.41821515182049973,-0.38469439922528587
ACW2684,64.0,-0.4647367833081234,0.03795111814601727,-0.5512856954131328,-0.4902457405718562,-0.4565365317778154,-0.435493438368574,-0.3964118597967267
ACW3220,56.0,-0.4475527445154075,0.04418736454779858,-0.574748997002063,-0.47189194645828736,-0.4343889140091085,-0.41559695525230717,-0.3894676447327338
ADA3688,4.0,-0.33953026615431664,0.001808498175604385,-0.3412177093191856,-0.34055646694219466,-0.33994301303587177,-0.33891681224799375,-0.33701732922633737
ADB0799,54.0,-0.45590965377187576,0.03655784733073418,-0.5954093757558675,-0.47129877922076957,-0.4501807043413576,-0.43551247603658966,-0.39342527454410753
ADC0391,145.0,-0.44747308027362104,0.037374045436707706,-0.6039353919153158,-0.46142055599730764,-0.43992259833791636,-0.4248943761469796,-0.39022136182134387
ADC0889,4.0,-0.4039873535735957,0.004908261125631778,-0.41106523422132907,-0.405348484278974,-0.40234095594462693,-0.4009798252392487,-0.4002022681838001
ADC1014,156.0,-0.427355998894118,0.05058963350678233,-0.6044368667513,-0.44957235362398634,-0.41570966189574576,-0.38818431672256026,-0.3609732515224338
ADC2744,48.0,-0.45948672079424274,0.03669724479930659,-0.5409120160433103,-0.48285802026701413,-0.45406235409701307,-0.42945403606517146,-0.4041225113733863
ADC2989,19.0,-0.46154450935015406,0.02038952136358881,-0.4923282018883055,-0.4771794114393218,-0.4580893149069486,-0.4496922763523306,-0.426213106679001
ADD0846,10.0,-0.4368169765790616,0.02048299948756747,-0.4706828030142931,-0.4445396868469482,-0.437557322213178,-0.4273182126214409,-0.39776348541987827
ADD3481,20.0,-0.45633769627179077,0.035052121909307545,-0.5298129915130154,-0.47813652263996986,-0.45361547063666685,-0.42578824355668593,-0.40734854158357436
ADF0397,140.0,-0.4471342677701163,0.03973955587570133,-0.5568126873425487,-0.46919857926657726,-0.44042823845564893,-0.41777444634340766,-0.3830510461444623
ADF2000,49.0,-0.456033142255937,0.04363010927091288,-0.5910979542354737,-0.47970836134978895,-0.4560838483523039,-0.4127494828970421,-0.389682565239324
ADF2925,12.0,-0.45405570999514816,0.022241811641781673,-0.48824390828482234,-0.4725562285583623,-0.4560322322514531,-0.4373012987297694,-0.4203154928914838
ADG0619,17.0,-0.4514687019616659,0.02711285783126081,-0.4951390838763204,-0.46744266107970167,-0.4436367662907481,-0.4390137707814726,-0.39457270471845135
ADH0153,15.0,-0.46564274124530514,0.025483439741009365,-0.5191146427744694,-0.4725440095215793,-0.46084177628819123,-0.45490816841267245,-0.43226565819307294
ADH0764,51.0,-0.45737408490002046,0.035303441186515114,-0.5425015482526875,-0.4801164882465958,-0.45698790902747527,-0.4291350961416837,-0.3985572874245151
ADH1016,150.0,-0.4290499334931114,0.053977055333652595,-0.6653278555255557,-0.44367596461461367,-0.4157949629466169,-0.3955316964975574,-0.3608368272634037
ADH1496,7.0,-0.43792133960232144,0.008437499379876475,-0.44953423714587126,-0.44211990384690414,-0.4395991084596782,-0.43431306239871226,-0.42345009911946746
ADL1898,2.0,-0.00012631030802168848,0.0,-0.00012631030802168848,-0.00012631030802168848,-0.00012631030802168848,-0.00012631030802168848,-0.00012631030802168848
ADL2020,63.0,-0.45151119314580723,0.04634375111168074,-0.663257769305628,-0.47146455643462126,-0.44571936252190614,-0.41796804697454354,-0.3898683687283749
ADL2050,58.0,-0.4553620217187145,0.03772590945764123,-0.5706930569127882,-0.4714792917618849,-0.44787292068110623,-0.4256005657793144,-0.39921628364806305
ADR0810,51.0,-0.45731177989996935,0.033766657398773936,-0.5679553367346086,-0.47537198754847937,-0.45594898449852106,-0.43353791294383903,-0.38848729014379024
ADR1156,185.0,-0.44314148777903767,0.04477631222156359,-0.5958010941046229,-0.4641850286827627,-0.43697114011524874,-0.4120591986415206,-0.37588501732448776
ADR2671,53.0,-0.45784782963548054,0.03791016251415931,-0.5764669900211807,-0.47396565797415613,-0.4509633412909438,-0.4342225390675031,-0.3965055976520124
ADR3419,83.0,-0.4525234044341125,0.04305035851662749,-0.589603793936134,-0.4812365112638856,-0.4512471246602457,-0.41925521720689285,-0.38177346188604583
ADS1239,60.0,-0.45455635592426097,0.033941949255579286,-0.5458718006079089,-0.4707879718125679,-0.45549849993403735,-0.43128945544811403,-0.3809565175864045
ADS3404,22.0,-0.44963140907931964,0.024136005978480212,-0.506541472700474,-0.47023267957009285,-0.4478007874260269,-0.43429870924116853,-0.40779943653750966
ADS3500,79.0,-0.44609274837440976,0.042130493005283286,-0.6141025589908621,-0.4583299527146327,-0.4385075771446616,-0.4212306337596877,-0.38343351977011597
ADW0307,6.0,-0.41365095815986846,0.009025753018164471,-0.42776478518225713,-0.41829688133124515,-0.41231570522036404,-0.4065680347106601,-0.4045668020939281
AEB0857,8.0,-0.4579343368860842,0.012158121395591408,-0.4744186161120536,-0.4708956371354272,-0.4530273519953446,-0.4480216209598258,-0.44597531879391417
AEB2706,48.0,-0.46652723891586273,0.03155909501622839,-0.5360200616166476,-0.4920795489944366,-0.4613186237077765,-0.44093194061950286,-0.4188497768533018
AEB2873,5.0,-0.3688130342166228,0.007926079792558672,-0.37599790005434697,-0.3756521387402292,-0.369928631128232,-0.36554717382795804,-0.3569393273323479
AEC0957,90.0,-0.44655419752259157,0.037277563731986645,-0.5521078629319635,-0.46730129955064875,-0.44378762911315417,-0.41805258239815557,-0.3858817283211366
AEC1085,249.0,-0.4511477660522317,0.045262060137231164,-0.5990325033828191,-0.46947410257034244,-0.44088932298123906,-0.41886976684537464,-0.37852658209870793
AED2690,44.0,-0.4422372159976877,0.03901879946678755,-0.5144367797140386,-0.47221887812183394,-0.4416809094669497,-0.4191948261421328,-0.37554313822462465
AEF0718,60.0,-0.45825823360474927,0.03658387640903712,-0.5884890911026557,-0.4811402647759839,-0.454505999911612,-0.43164516207630577,-0.3971398712111673
AEF1032,22.0,-0.4500721218372622,0.029474672689358435,-0.5115844227445066,-0.4669363846411152,-0.4453548755585399,-0.4350938880436624,-0.3947456654641478
AEG0962,210.0,-0.4449686563807894,0.04723664405908056,-0.6390943551891112,-0.4641479763111556,-0.4329973536895164,-0.4124260955184349,-0.3794603652568835
AEG1953,45.0,-0.4523611825618857,0.039614913917390276,-0.5597892594865631,-0.46720344306138123,-0.44494442529989076,-0.42443923512044024,-0.38349573007340465
AEH0001,753.0,-0.4436607537393911,0.04543099095705415,-0.6239313214836947,-0.46404283035284444,-0.43451084826077924,-0.4108644625078522,-0.3750173740029631
AEH1647,56.0,-0.4518177726475817,0.03352050633596397,-0.5467361697783109,-0.4706348255342879,-0.44721476250713266,-0.42348270682770983,-0.3962167707637422
AEM0113,164.0,-0.44187977277147983,0.048982016130072234,-0.6557237816788599,-0.45963667276230563,-0.4357111227871011,-0.41142872657510776,-0.37063836046670634
AEO1116,53.0,-0.44893166852058597,0.040788411162731825,-0.5628446391988119,-0.4653329776819764,-0.44501083040713624,-0.41919768436090815,-0.39167587528482345
AEP1615,18.0,-0.4506599649315562,0.0326816987820804,-0.5097112767977293,-0.48014167330191565,-0.4479594907143108,-0.4239559777773954,-0.40332384181208863
AER1354,46.0,-0.45801900280616736,0.029362718330251305,-0.5188564742321203,-0.4796077167193598,-0.4589367471458917,-0.433371724663452,-0.4046557666988738
AER2636,46.0,-0.4537036332127838,0.03256951514651434,-0.5446211687299434,-0.4747812329048182,-0.44513310066038225,-0.4309162004859541,-0.39721078227988554
AES0827,16.0,-0.46296340712125017,0.02343631655597135,-0.5092479147148875,-0.4762233196259326,-0.4623378239461172,-0.4442238402393007,-0.43059228811336625
AES1373,21.0,-0.4505051730081632,0.03176276408097021,-0.5330409303338859,-0.46298981018275037,-0.4528142038616812,-0.42849334690547725,-0.40462639184422466
AES2423,74.0,-0.4585736283951013,0.03776774140756097,-0.5751542434916854,-0.48363580079216617,-0.4537534840050109,-0.4305921383318093,-0.4039163408653281
AEW3702,9.0,-0.4308227722440543,0.011817932751222691,-0.4445605254131295,-0.43915986102875365,-0.4317754164018533,-0.42547151167621133,-0.4079928502090013
AFC0792,213.0,-0.43439749422165086,0.04674589821273639,-0.6262811058388045,-0.4506722482252303,-0.4254893129582313,-0.402377817167127,-0.36436388098422196
AFF1343,65.0,-0.4400978433840495,0.03767559552307074,-0.5540249289058854,-0.4600614439691124,-0.4416304496010444,-0.41654692199621357,-0.3696740163672982
AFL1759,46.0,-0.4622558774558719,0.042617633005183106,-0.5872572407349415,-0.4876469564715795,-0.45438839513745716,-0.4269196683249997,-0.4064721207621993
AFN0176,85.0,-0.443815720107096,0.0507320800679678,-0.6097247228128883,-0.4684991022425507,-0.43275539433214705,-0.40609961884045914,-0.3655033024265587
AFO2782,7.0,-0.43962024961267854,0.014515957449219704,-0.4604478444975242,-0.450796814031025,-0.4369921700619804,-0.42786940944811797,-0.4225692857709586
AFP1341,153.0,-0.442436159092784,0.04072565791106646,-0.5985571766194484,-0.46838492352338845,-0.4346380956892302,-0.4151702484655482,-0.37106004910046664
AFR0909,82.0,-0.4433753618147611,0.04185815895681696,-0.5849394567562954,-0.46166982065227924,-0.43423851230171706,-0.415606358763943,-0.37270977523711196
AFS3914,7.0,-0.4343742172933623,0.007631869106862783,-0.44461954065028664,-0.4377597091983977,-0.4348435083292803,-0.432922864685356,-0.419791324306461
AFW1639,52.0,-0.4525494635334695,0.04463798411637863,-0.6391518318475524,-0.47543128019161435,-0.4442413447568408,-0.42328298290984717,-0.38612135609677745
AFW2487,64.0,-0.4429484270021444,0.03996787097048117,-0.5611810782954051,-0.46119098996474933,-0.4376148748491548,-0.4167959224446123,-0.37893178668556077
AFW3045,51.0,-0.4435586391309222,0.04608080280191864,-0.5999130578143278,-0.4562599759050381,-0.42537640884608297,-0.4143882528897338,-0.37491329658251316
AGB0186,43.0,-0.4436587229714621,0.036461562201805714,-0.5432512870026448,-0.4644909575094699,-0.4377982583328958,-0.415777668755439,-0.39141698226520577
AGB0447,201.0,-0.4373479146938239,0.04856462877315805,-0.6475639055456496,-0.45771557667329055,-0.42877197152564367,-0.40150940700398274,-0.3710326928912329
AGB0643,54.0,-0.45415223840349994,0.0379550302565684,-0.5927854123290339,-0.474414423949632,-0.4545263922691645,-0.4320137338735249,-0.38788163479328697
AGB0901,230.0,-0.4501038302448012,0.04088997992246162,-0.5908830393492268,-0.4667662509409605,-0.44109477652651974,-0.4228886355517443,-0.3828619228154557
AGB1507,254.0,-0.444332949662083,0.042903663470810864,-0.6768227258686338,-0.4619204048324951,-0.4366253001298689,-0.41370497265235556,-0.3772511789798905
